epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,3614.57,1.30994,1.20141,1.64546,0.59938,0.46999,0.49501,0.22274,1.93301,1.47764,2.26523,0.000142,0.000142,0.000142
106,3649.37,1.31321,1.1915,1.63694,0.54719,0.51745,0.49578,0.22933,1.93376,1.4694,2.26006,0.00013375,0.00013375,0.00013375
107,3683.5,1.29291,1.1695,1.63757,0.5879,0.49481,0.50842,0.23449,1.93384,1.47911,2.26077,0.0001255,0.0001255,0.0001255
108,3717.59,1.28583,1.15816,1.6175,0.64598,0.51272,0.52237,0.22752,1.94795,1.46625,2.27209,0.00011725,0.00011725,0.00011725
109,3752.01,1.29151,1.15616,1.63979,0.61038,0.50699,0.50994,0.22791,1.97363,1.43838,2.30323,0.000109,0.000109,0.000109
110,3786.43,1.28066,1.14409,1.60487,0.59551,0.51718,0.52298,0.22937,1.95523,1.46453,2.27153,0.00010075,0.00010075,0.00010075
111,3820.59,1.19001,0.84679,1.64903,0.53659,0.52841,0.4817,0.21681,1.96585,1.47926,2.31774,9.25e-05,9.25e-05,9.25e-05
112,3853.55,1.17525,0.83256,1.63569,0.55138,0.5053,0.49297,0.22521,1.94593,1.4327,2.28508,8.425e-05,8.425e-05,8.425e-05
113,3886.57,1.16972,0.81857,1.64593,0.51869,0.51771,0.48099,0.22439,1.93657,1.44009,2.26423,7.6e-05,7.6e-05,7.6e-05
114,3919.62,1.16593,0.80283,1.63003,0.54392,0.52938,0.49357,0.23423,1.95171,1.43701,2.28587,6.775e-05,6.775e-05,6.775e-05
115,3952.58,1.13478,0.78026,1.60023,0.54827,0.5083,0.49897,0.22966,1.96525,1.44911,2.29761,5.95e-05,5.95e-05,5.95e-05
116,3985.56,1.15507,0.76556,1.60975,0.5656,0.54117,0.51204,0.23511,1.96225,1.43793,2.32662,5.125e-05,5.125e-05,5.125e-05
117,4018.59,1.15219,0.77445,1.61448,0.60354,0.4827,0.50284,0.23371,1.97333,1.44711,2.32432,4.3e-05,4.3e-05,4.3e-05
118,4051.51,1.13519,0.76387,1.59628,0.60195,0.51188,0.5021,0.23546,1.95652,1.44635,2.30935,3.475e-05,3.475e-05,3.475e-05
119,4084.41,1.14615,0.7763,1.60746,0.59114,0.50347,0.50647,0.23596,1.96358,1.45978,2.31318,2.65e-05,2.65e-05,2.65e-05
120,4117.48,1.12976,0.74925,1.58867,0.53217,0.52438,0.50323,0.23556,1.94403,1.44128,2.29866,1.825e-05,1.825e-05,1.825e-05
