epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,757.359,0.81414,0.81136,1.29172,0.93322,0.90514,0.93209,0.73239,0.90041,0.72631,1.35317,0.0006535,0.0006535,0.0006535
44,774.356,0.82054,0.84482,1.29675,0.91559,0.88274,0.92227,0.72915,0.86975,0.71836,1.33404,0.00064525,0.00064525,0.00064525
45,791.42,0.84788,0.87382,1.32144,0.91899,0.91076,0.93239,0.73577,0.89716,0.71903,1.35319,0.000637,0.000637,0.000637
46,808.437,0.81808,0.82202,1.30127,0.88001,0.90159,0.9307,0.71102,0.91655,0.73768,1.39934,0.00062875,0.00062875,0.00062875
47,825.642,0.8558,0.85266,1.31046,0.92822,0.91485,0.93073,0.7323,0.89585,0.71904,1.37277,0.0006205,0.0006205,0.0006205
48,842.695,0.81378,0.79903,1.29364,0.93738,0.9068,0.93504,0.72983,0.90554,0.67803,1.36295,0.00061225,0.00061225,0.00061225
49,859.829,0.82236,0.80453,1.29746,0.93045,0.90902,0.93535,0.74034,0.86788,0.72043,1.3227,0.000604,0.000604,0.000604
50,877.048,0.83184,0.83495,1.29812,0.89665,0.9059,0.92704,0.73958,0.88196,0.70885,1.34225,0.00059575,0.00059575,0.00059575
51,894.059,0.82287,0.81996,1.28229,0.94721,0.90329,0.94038,0.73805,0.89377,0.68436,1.33505,0.0005875,0.0005875,0.0005875
52,911.154,0.81382,0.79351,1.29143,0.94438,0.89813,0.93145,0.76682,0.83995,0.66976,1.28629,0.00057925,0.00057925,0.00057925
53,928.355,0.7863,0.76072,1.26039,0.92356,0.91162,0.92999,0.74886,0.86116,0.66965,1.30766,0.000571,0.000571,0.000571
54,945.309,0.7904,0.77409,1.25844,0.93362,0.89548,0.92782,0.74262,0.87154,0.67616,1.32242,0.00056275,0.00056275,0.00056275
55,962.232,0.78296,0.75676,1.26794,0.95873,0.91068,0.93944,0.73517,0.90003,0.67345,1.33354,0.0005545,0.0005545,0.0005545
56,979.203,0.79573,0.75463,1.27357,0.94577,0.92385,0.93752,0.75986,0.82722,0.66145,1.28207,0.00054625,0.00054625,0.00054625
57,996.148,0.79162,0.75167,1.26534,0.92557,0.92327,0.93971,0.75432,0.85822,0.64436,1.33229,0.000538,0.000538,0.000538
58,1013.13,0.77935,0.74888,1.26309,0.94704,0.90935,0.93468,0.75025,0.85549,0.6761,1.30848,0.00052975,0.00052975,0.00052975
59,1030.11,0.80108,0.7599,1.27512,0.94328,0.90787,0.93274,0.7509,0.8603,0.66586,1.29626,0.0005215,0.0005215,0.0005215
60,1047.3,0.78196,0.75979,1.26717,0.95038,0.91007,0.93594,0.73866,0.8692,0.686,1.29668,0.00051325,0.00051325,0.00051325
61,1064.38,0.79983,0.75633,1.27185,0.93133,0.91325,0.93805,0.73925,0.90062,0.69226,1.3143,0.000505,0.000505,0.000505
62,1081.48,0.79097,0.7565,1.27212,0.9443,0.89765,0.93337,0.75867,0.83282,0.65568,1.28595,0.00049675,0.00049675,0.00049675
63,1098.61,0.78579,0.72765,1.25766,0.93203,0.91763,0.93763,0.76673,0.81715,0.61672,1.28771,0.0004885,0.0004885,0.0004885
64,1115.54,0.77021,0.70533,1.2443,0.9443,0.9088,0.93648,0.7455,0.87874,0.64216,1.32503,0.00048025,0.00048025,0.00048025
65,1132.45,0.74762,0.68945,1.24603,0.93924,0.92449,0.93446,0.74973,0.87436,0.67206,1.33771,0.000472,0.000472,0.000472
66,1149.46,0.7527,0.70091,1.25022,0.94737,0.89965,0.93805,0.76241,0.83957,0.62847,1.31055,0.00046375,0.00046375,0.00046375
67,1166.56,0.76374,0.71701,1.25534,0.95448,0.91027,0.94327,0.7535,0.85015,0.62493,1.31474,0.0004555,0.0004555,0.0004555
68,1183.58,0.75435,0.68821,1.24991,0.94473,0.91734,0.94027,0.74192,0.86123,0.64319,1.2974,0.00044725,0.00044725,0.00044725
69,1200.65,0.74276,0.69776,1.24045,0.93313,0.92535,0.93323,0.76807,0.80998,0.59509,1.25585,0.000439,0.000439,0.000439
70,1217.75,0.75962,0.70155,1.2309,0.9356,0.90375,0.94246,0.75767,0.8199,0.60944,1.25304,0.00043075,0.00043075,0.00043075
71,1234.85,0.76141,0.67205,1.23816,0.95018,0.91406,0.93299,0.75069,0.82886,0.6304,1.25605,0.0004225,0.0004225,0.0004225
72,1251.98,0.74277,0.67847,1.24077,0.93295,0.906,0.92835,0.76027,0.79525,0.6387,1.25214,0.00041425,0.00041425,0.00041425
