epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,912.897,1.2009,1.34333,1.5649,0.85793,0.80406,0.8923,0.56506,1.30361,0.93233,1.81147,0.0002377,0.0002377,0.0002377
79,924.182,1.18731,1.35934,1.55302,0.81538,0.86409,0.89243,0.5678,1.28926,0.92187,1.80096,0.0002278,0.0002278,0.0002278
80,935.815,1.18946,1.33151,1.54683,0.87655,0.80837,0.8897,0.56854,1.27413,0.94247,1.79311,0.0002179,0.0002179,0.0002179
81,947.101,1.16635,1.35183,1.54296,0.85516,0.80428,0.88495,0.55581,1.27577,0.9558,1.80626,0.000208,0.000208,0.000208
82,958.449,1.18017,1.36293,1.53392,0.89533,0.80836,0.89243,0.57299,1.25957,0.92597,1.77212,0.0001981,0.0001981,0.0001981
83,969.718,1.17933,1.31415,1.54173,0.88106,0.82302,0.89825,0.58565,1.22215,0.88382,1.73038,0.0001882,0.0001882,0.0001882
84,981.057,1.17594,1.31745,1.53331,0.90005,0.80432,0.89874,0.58246,1.25288,0.8858,1.75683,0.0001783,0.0001783,0.0001783
85,992.451,1.14605,1.3003,1.51474,0.88146,0.82171,0.89637,0.57506,1.25939,0.91391,1.76545,0.0001684,0.0001684,0.0001684
86,1003.85,1.15498,1.26056,1.53508,0.82849,0.85118,0.88388,0.57965,1.22505,0.92377,1.74294,0.0001585,0.0001585,0.0001585
87,1015.1,1.15008,1.25971,1.52445,0.84547,0.83707,0.88077,0.57069,1.23184,0.92627,1.75,0.0001486,0.0001486,0.0001486
88,1026.45,1.13207,1.27064,1.51935,0.8636,0.84856,0.8947,0.5782,1.26557,0.90866,1.76308,0.0001387,0.0001387,0.0001387
89,1037.79,1.13756,1.26728,1.50762,0.89567,0.79198,0.89169,0.57269,1.28009,0.92252,1.77553,0.0001288,0.0001288,0.0001288
90,1049.2,1.11709,1.22896,1.50272,0.92192,0.79983,0.90618,0.5931,1.261,0.88787,1.75867,0.0001189,0.0001189,0.0001189
91,1061.45,0.9417,0.89243,1.49948,0.86772,0.83113,0.89156,0.57333,1.26608,0.94618,1.7832,0.000109,0.000109,0.000109
92,1072.41,0.9175,0.83449,1.50204,0.91198,0.80038,0.89805,0.57606,1.26598,0.91755,1.79469,9.91e-05,9.91e-05,9.91e-05
93,1083.29,0.89324,0.77199,1.47406,0.89737,0.80754,0.89759,0.57548,1.25437,0.91187,1.77836,8.92e-05,8.92e-05,8.92e-05
94,1094.09,0.89949,0.72027,1.47031,0.91077,0.79352,0.89743,0.57158,1.26744,0.90876,1.78202,7.93e-05,7.93e-05,7.93e-05
95,1104.97,0.88367,0.71916,1.44,0.85761,0.84839,0.89871,0.57029,1.26328,0.91451,1.78376,6.94e-05,6.94e-05,6.94e-05
96,1115.9,0.86339,0.69122,1.4461,0.86157,0.8553,0.90139,0.57717,1.26531,0.90886,1.7918,5.95e-05,5.95e-05,5.95e-05
97,1126.62,0.87482,0.66518,1.43152,0.87592,0.83996,0.9026,0.57943,1.25286,0.89207,1.78307,4.96e-05,4.96e-05,4.96e-05
98,1137.57,0.85787,0.67689,1.44718,0.87457,0.8446,0.90956,0.57319,1.2625,0.87911,1.78873,3.97e-05,3.97e-05,3.97e-05
99,1148.32,0.86294,0.69548,1.451,0.91616,0.81483,0.90708,0.5788,1.2577,0.88694,1.78908,2.98e-05,2.98e-05,2.98e-05
100,1159.08,0.8555,0.65981,1.41982,0.90616,0.81888,0.90848,0.58722,1.24843,0.87513,1.7809,1.99e-05,1.99e-05,1.99e-05
